video_id,duration,bitrate,bitrate(video),height,width,frame rate,frame rate(est.),codec,category,title,hashtags,views,likes,comments
bdXq-cZCVPY,241,384,321,640,480,25.0,0.0,h264,Autos & Vehicles,Anti Rattle Hitch Pin Lock,"Pin, Hitch",29511,30,2
bdzH-03_KaU,310,160,84,320,240,14.67,0.0,h264,Music,男人哭吧不是罪,男人哭吧不是罪,304,0,0
be-7-Wae9So,121,434,304,480,270,30.0,0.0,h264,People & Blogs,Monstres & Cie sur GameBoy Advance,,2113,7,2
be-d-2_pr7I,119,944,822,480,360,30.0,0.0,h264,Entertainment,Malchick Gay!,"Malchick, Alaina, Cristal, Tatu, Gay",167,0,0
be0p-z3dT4M,278,842,722,640,480,29.97,0.0,h264,News & Politics,مساء 25 يوليو حفلة غنائية بميدان التحرير لاستقبال يوم 26,,28,0,0
be2d-H2eT4M,199,1668,1473,1280,720,29.97,29.97,h264,Music,03 Praznik Sretenje Gospodnje,"Praznik Sretenje Gospodnje, Slavisa Paunkovic",569,6,0
be9D-ZzbKNY,309,760,672,480,360,25.0,0.0,h264,News & Politics,RENATO ŠELJ - protest u KOPRIVNICI - 29. SIJEČANJ 2011,"KOPRIVNICI, protest, progonu, hrvatskih, branitelja, Pokret, --, ŠELJ, RENATO, STOP",407,3,1
bePy-D40q6M,203,2340,2146,1280,720,29.97,29.97,h264,Gaming,Silent Hill 3 Part 13-He Just Wants To Be Left Alone,,63,1,0
beSm-kbpJ9Y,535,525,429,568,320,30.0,0.0,h264,Comedy,Nico rockin Millbrook,,28,1,0
beSn-Xkd_n0,19,657,531,640,360,29.97,0.0,h264,Entertainment,Savannah and Jared- Call me maybe,"Phone, funny, Prank Call, Calling, Calls, lol",206545,617,0
beUj--o-3Fw,44,562,437,320,240,15.0,0.0,h264,Autos & Vehicles,cruzando,"Motorcycle, bike",34,0,0
befD-aS04Cc,15,982,863,640,480,29.97,0.0,h264,Travel & Events,MOV00E.MOD,MOV00E,120,0,0
beoq-3ZPf2U,176,899,782,240,320,29.25,0.0,h264,Pets & Animals,Videoclipul meu editat,YouTube editor,133,1,0
bes1-J9-diw,162,377,300,320,240,18.0,0.0,h264,Music,RONDALLA SAN MARTIN /// CALLEJONEANDO EN XALLITIC,MOV07246,19,0,0
bf17-7FAl6s,57,255,189,320,240,30.0,0.0,h264,Howto & Style,iPhone 3g 3.0 review,"case, fieldrunners, download, 3.0, text, touch, how, 3g, to, 2.2.1, technology, beta, ipod, iphone",103,1,0
bf3P-N72ygA,79,460,336,854,480,25.0,0.0,h264,Entertainment,Notifications on iPhone 4 iOS5 Beta,"weather, ios, push, apple, ios5, internet, beta, iphone, notifications, iphone5",162,0,0
bfOl-2Y1H6I,320,6190,5995,1920,1080,30.0,30.0,h264,People & Blogs,Blur - Tender,"Blur, roma, tender, in, rock",81,0,0
bfQn-SaSYvY,109,443,348,640,360,6.25,0.0,h264,People & Blogs,анекдот #1,"видео, с, веб-камеры",64,2,0
bfZk-k7Fd5k,166,4145,3951,1920,1080,29.97,29.97,h264,Music,Jordan Baze - Dum Dum (Official Music Video) VEVO,"vevo justin bieber, vevo, justin bieber official vevo, new justin bieber 2013, justin bieber 2013, justin bieber vevo, justinbiebervevo",53415,162,33
bfnY-O6bcGs,389,219,156,320,240,25.0,0.0,h264,Nonprofits & Activis,Election 2009 South Africa,"Open-air preaching, Grace, The Gospel, Law",321,3,0
bgNo-9M-CkM,143,618,500,480,360,25.0,25.0,h264,Music,ROCK SCHOOL new rose 4/7/08,"zero, presentation, gig, School, ground, fc, evening., play, Rock, House, 4th, Coach, July, Paignton, for, foxhole",31,0,0
bgQt-mQQ9J0,289,905,819,352,240,29.92,0.0,h264,Entertainment,LQ [02.19.11] Pointen - Walang Tulugan (Intro+Shake It),"Tulugan, Walang, It), Pointen, (Intro+Shake",1014,8,0
bgbZ-IRXCXE,52,2892,2698,1920,1080,25.0,25.0,h264,People & Blogs,Diner Artvisory by T&C,"2, ARTVISORY",97,0,0
bgc4-WooOsA,114,633,507,640,480,30.0,0.0,h264,Autos & Vehicles,2008 Chevrolet HHR Used Cars Wyoming MI,"Powered by Dealer Car Search, Used Car Wyoming MI, 2008 Chevrolet HHR, Value 1 Auto Sales",4,0,0
bh-f-gwKvto,274,1290,1180,854,480,29.97,0.0,h264,Music,[Kpop Cover Challenge] Apresentação do grupo KNRG na Anime Friends 2013 (T-ara e Ukiss),"K-pop, Anime Friends",642,6,0
bhIMfxjSvqo,294,372,297,320,240,15.92,0.0,h264,Travel & Events,تكفين الشهيد مشهور العبسي ...تعز.3gp,"مشهور, تكفين, الشهيد, العبسي, تعز",186,1,0
bhMD-DqOp3w,363,6176,5982,1440,1080,30.0,30.0,h264,Music,Famous last words - My chemical romance Band cover by desorientados,FAMOUS,639,4,1
bhTv-8Wq8X0,55,848,740,640,480,29.97,0.0,h264,Sports,Charmingeditionlosspringen1412.MOD,Charmingeditionlosspringen1412,106,0,0
bid-MoyOC6A,350,790,686,640,480,29.97,0.0,h264,Music,Boston - (Can't you say) You Believe in me(lyrics),"alone, inspirational, little, believe, thing, Boston, roll, him, sad, memorial, way, guitar, you think, In, remembering, breakup, third, rock, there's, cannot, digital, sound, say, wgm, studios, new song, music video, video, me, and, in, lyrics, solo, will, tribute, love, Still, can you, brad, crying, still, pacos, sad song, hear, band, delp, stage, can't, depression, you, love song, wfb, you can, Love, suicide, sorrow, fly, doing, romantic music, think, yt:stretch=16:9",234761,1405,130
binB-AxV6EU,16,418,289,320,240,30.0,30.0,h264,News & Politics,tvb,"christmas, tvb, new",157,0,0
binO-jsZxmc,259,781,689,480,360,30.0,0.0,h264,People & Blogs,virginia negreiros 17 de septiembre,"virginia, virgix, negreiros, cumpleaños",775,2,1
bju0-BbqC-A,185,6194,6000,1920,1080,25.0,25.0,h264,Entertainment,"Carmina burana-Gat Karoline riječke, Rijeka","Hrvatska-EU, Rijeka (City/Town/Village)",282,2,0
bjyi-OQrEnE,214,1275,1218,848,480,29.97,0.0,h264,Music,You Me At Six - Poker Face (live in Berlin),"halle, columbia, poker, germany, deutschland, at, me, face, six, live, pokerface, berlin, you",76,1,0
bk8e-TbsR5I,55,855,788,640,480,30.0,0.0,h264,People & Blogs,MVI 1367,"1367, MVI",8,0,0
bkAt-A9i-UA,6,2904,2894,960,720,15.0,15.0,h264,Film & Animation,Super Lego Mario!!!,"Animation, Lego, Stop, Motion, Movie, Video, Mario, Super, Film",751,3,1
bkSW-9HVlbE,93,6187,6000,1920,1080,23.98,23.98,h264,Pets & Animals,テントのうずらちゃんとラムちゃん 1690,"キャットショー, ねこ, エキゾチックショートヘアー, 子猫",1478,14,1
bkYw--G7sUE,331,613,520,640,480,29.97,0.0,h264,Music,トッカータ　Ｊ．カラーツ　Toccata  Callaerts,"Toccata, Callaerts, Joseph, カラーツ, 瀬尾千絵, トッカータ",1224,7,1
bkvF-c7gPF8,30,388,257,320,240,15.0,0.0,h264,Entertainment,spooky attack 2,,42,3,1
bl09-2GWP4k,55,374,296,320,240,15.0,0.0,h264,People & Blogs,Video0004,Video0004,105,0,0
bljs-BZM_l4,50,551,495,428,240,29.97,0.0,h264,Comedy,LOLZ WAFFLEZ,"waffles, webcam, wafflez, do, greegreepro, lol, like, lolz, you",93,0,0
bmdH-XjbOSc,87,3701,3549,1920,1080,23.98,23.98,h264,Entertainment,My Edited Video,YouTube editor,36,0,0
bmf9-cGUpK8,218,3155,2997,1280,720,29.97,29.97,h264,Entertainment,My Rock,"Benjamin, Clark",831,15,0
bmhq-iShgj4,171,1070,1020,640,480,29.97,0.0,h264,People & Blogs,contemplation from songs without words by mendelssohn,"mary pitcher, contemplation, mendelssohn, songs without words",44,0,0
bmt2-PhZAi4,95,552,425,640,480,25.0,0.0,h264,Entertainment,jbkuio_0001,trabalho ponto,8,0,0
bnbT-XoBku0,537,575,0,640,480,9.0,0.0,h264,News & Politics,各地で計測される高線量を監視するネットワークを,"アート, 再生可能エネルギー, ジャーナリズム, 原発, エコロジー",280,2,0
bniY-8v3aLo,130,1052,937,854,480,29.97,0.0,h264,People & Blogs,aboubacar mane danza costa de  marfil,"afropop, danza africana mexico, aboubacar mane, costa de marfil, coupe de cale, danza africana, zaouli",26353,46,0
bnr1-wCBVaA,32,846,759,654,480,29.92,0.0,h264,People & Blogs,Vt Mercadão de Eletrônica 31-05_1.wmv,"31, 1, de, Eletrônica, Vt, 05, Mercadão",102,2,0
boPQ-FvX1kQ,92,443,321,320,240,29.99,29.99,h264,People & Blogs,YesVideo BBQ May 2008,"YesDVD, YesVideo",211,0,0
bok_-WUsMAM,213,907,820,640,480,29.97,0.0,h264,Music,MK Assling Trumpeter´s Lullaby,CIMG1352,2656,7,0
bosb-KGVTqI,33,1222,1176,640,480,29.92,0.0,h264,Music,THADDEUS GREY AT OC FAIR pt. 2,"UPSIDE, DOWN, THADDEUS",84,1,0
bozU-rTcrCk,861,726,603,480,270,30.0,0.0,h264,Sports,Riders vs. Knights 2nd Half,"Half, Riders, Knights, vs, Second",18,0,0
bpKN-mvfdI4,101,1083,968,640,480,30.0,0.0,h264,People & Blogs,minipunjab  foodball tournament......,sports,267,8,1
bpNa-xinmZQ,147,831,710,568,320,30.0,0.0,h264,Comedy,amber and ash,,32,2,0
bpUB-AnVMuk,563,2838,2684,960,720,30.0,29.97,h264,Comedy,rx7 and sti,GOPR0069,115,2,2
bpsB-wYrXQc,1677,3079,2885,1280,720,30.0,30.0,h264,Gaming,Farming Simulator 2013 | CZ Let's Play | Let's Test 1 Díl -  Randape budeme farmařit !,"Farming Simulator 2011, LS, JZDDomanincz, farming simulator cz, Simulator Lets Play, RadanLetsPlays, Simulator, Simulátor Let's Play, Farming Simulator CZE, Farming Simulator Let's Play, Farming Simulator CZ LP, zemedelstvi, Let's Test, Farming Simulator 2013",48150,284,70
bq5c-J6bJvQ,46,894,804,640,352,29.97,0.0,h264,Entertainment,commerce strike-5(yousaf shazo),yousaf,291,0,0
bqIK-Z9GKxA,48,309,231,384,288,10.0,0.0,h264,People & Blogs,"My drunk, passed out dad",,655,1,2
bqKS-dPg4Kk,269,862,820,640,480,29.97,0.0,h264,Music,sonata arctica,"delain, sonata, +",40,1,0
bqKyIYYLBgo,164,613,500,480,360,25.0,25.0,h264,Education,Economia - Passeio Virtual FGV São Paulo,"graduação, fgvtv, pós, mba, tv, fgv, pos, depoimento, graduaçao, depo",4521,20,0
bqPJ-vBTsGA,112,576,509,480,360,29.97,0.0,h264,Education,Kerkkoor juffen grasheide,"Zang, grasheide, 100 jarig bestaan, koor",322,1,0
bqYt-yeNfbk,197,384,266,640,360,25.0,0.0,h264,Music,Tant Strul - Rosa,"Tant Strul, Amason, Kajsa Grytt",10389,55,2
bquW-xxHfr4,54,1211,1153,720,480,29.83,0.0,h264,Entertainment,En tournee avec tambours de brazza,mobile,56,0,0
brGD-OKjvrw,241,436,328,322,240,29.92,0.0,h264,People & Blogs,Timothy L - 11/12/2009 - I Believe (Diamond Rio),engeltimjones,71,0,0
brHg-RzmyWk,215,314,203,640,480,30.0,0.0,h264,Entertainment,Bim - Bim - 1of6 - The Battle,"Bim, Battle, The",7376,82,6
brQR-vCZun0,148,303,171,640,480,25.0,0.0,h264,Music,Montagem   Ela só tem 15 Anos,"Montagem, Ela, 15, Anos, só, tem",150,3,1
brTg-XnSHQU,287,2125,1997,1280,720,29.92,29.92,h264,Gaming,"FSX Isla Margarita, Venezuela","Isla margarita, fs2004, FS09, svmg, Venezuela, Flight Simulator X, fsx, barquisimeto, Margarita, Santiago Mariño, simulacion, simulador, dx10, kenny",3851,21,22
brbu--Dn_1s,87,1243,0,854,480,12.0,0.0,vp8,Sports,CURSA BOMBERS DE BARCELONA 2012,"2012, Nike, Running, Cursa, Bombers, Barcelona",38595,127,13
bs1d-pjvDx0,495,4063,3905,1920,1080,30.0,30.0,h264,Gaming,Castlevania HD Capitulo 1 Coop Parte A Laguna,"A, 1, Coop, Parte, Laguna, Castlevania, HD, Capitulo",61,1,0
bsFkxw8MaXM,363,3186,2992,1280,720,24.0,24.0,h264,Gaming,Elsword PL 3 v 3 / SSA v SSB,"em, blade, ip, paladin, pl, iron, master, elemental, bm, elsword",359,7,1
bsQJ-o30jKw,143,4356,4161,1920,1080,29.97,29.97,h264,Music,37 Bandstand Boogie,,89,2,0
bsS4-C7On7w,51,3047,2969,1280,720,29.97,29.97,h264,People & Blogs,WCF-ринг.MP4,M4H01910,22,1,0
bsmW-iitMzE,495,724,634,640,480,25.0,0.0,h264,Music,Coral Manancial,música,43,0,0
bstC7ghveGs,159,855,788,320,240,30.0,0.0,h264,Entertainment,Benteng Mania Persikota.mp4,"Mania, Benteng",127950,543,181
bt9f-YxDY6k,50,394,297,320,240,15.0,0.0,h264,People & Blogs,Skate session nedl RE,,54,1,0
btEy-_WCctI,120,2696,2502,1280,720,10.0,10.0,h264,Education,"Питер
2013-01-17 13:09:35","Северная столица, robot, дворы, зима, Питер, Saint-Petersburg, Russia, погода, Петербург",0,0,0
btXf-YgJHUM,43,3193,3078,1280,720,29.97,29.97,h264,People & Blogs,What's an Adventure-Preneuer?,"Social Media, internet business, network marketing, social entrepreneur, attraction marketing, Kari Baxter, social media marketing, social entrepreneurs, successful entrepreneurs, network marketer, Didi Alcheva, Social Media Press, Diyana Alcheva",119,0,0
btqX5h6r2o8,83,4001,3852,1920,1080,29.97,29.97,h264,Autos & Vehicles,Ken Block and the Stig hooning at Top Gear Magazine Australia cover shoot [HD],"Ken Block, Ford Falcon, Australia, V8, Donut, Hoonigan, Supercar, Stig, Monster, OZ, brake stand, Aussie, Hooning, Ford, Burnout, KBlock43, GT-P, Top Gear, slide, FPV",4735542,8561,1320
btqZ-VAyEGg,185,481,352,640,480,29.97,0.0,h264,People & Blogs,BBC,BBC,97,4,0
bu--w-AzU4w,101,624,504,480,360,29.97,29.97,h264,Autos & Vehicles,Ryan's Nelson Ledges Video,"national, chris, honda, npm, meet, wolf, reichert, ohpoc, ryan, accord, prelude, 2007",751,2,1
bun9-fyezA8,306,1258,1147,640,480,29.92,0.0,h264,Sports,Skyttesvängen 100620 Sträcka 1,"Sträcka, 1, Skyttesvängen, 100620",44,0,0
bvHL-tkQoV0,50,1337,1232,854,480,29.97,0.0,h264,Sports,20090726135737,"Garden, Pulling, Tractor, Video",13,0,0
bvtb-xoZvD8,7,1202,1145,640,480,30.0,0.0,h264,Education,Infanaj klasoj 002.avi,"línguas, idioma, Esperanto",111,1,0
bvw2-3fkoH0,31,1186,1073,480,480,30.0,0.0,h264,Comedy,Bloco ressuscita Ano Bom,,478,2,0
bwFIibRbGAQ,51,597,470,768,480,30.0,0.0,h264,Gaming,"Angry Birds Winter Tourney Day 5 :: Highest Score :: 172,910pts :: Three Stars","highest score, powerups, Video Game, angry birds, three stars, winter tournament, high score, 3 stars, power up, day 5",316,1,0
bwID-QLO86w,13,627,502,480,270,30.0,30.0,h264,Sports,Ian Surfs,"surf, newfoundland, Ian, kayak",136,0,0
bwLl-uC8T3Y,425,513,417,320,240,29.92,0.0,h264,Pets & Animals,Champions Of Punjab Award Ceremony - 14.flv,"14, Punjab, Of, Award, Champions, Ceremony",327,0,0
bwo5-tAhuYk,126,2007,1813,1920,1080,25.0,25.0,h264,Film & Animation,Dahlia (2010) - CSU Animation & Visual Effects,"CGI, Animation, Special Effects, Wagga, Charles Sturt University, Australia, Movies, AVFX, SFX, VFX, Anime, Visual Effects, Visual Effects (Industry), CG, 3D, Film, CSU",66,1,0
bwyF--oE67g,125,907,787,720,480,29.97,0.0,h264,People & Blogs,ARTHUR TENTANDO ### REBOLATION,"REBOLATION, tentando, misica, dançar, rebolation",87,4,1
bxAt-FbP3ag,61,927,808,854,480,30.0,0.0,h264,Pets & Animals,Bella And Taffy Save The Day,,30,1,0
bxci-f8TlyI,58,275,215,320,240,30.0,0.0,h264,People & Blogs,Easter Baptismal Service 2009 復活節洗禮 - 蔣梁淑貞,"baptism, chinese christianity",133,0,0
bxzu-AcBY6A,153,336,238,320,240,29.92,29.92,h264,Music,aidan coughlan- before the dawn?,"mad, aidan, red, dawson, black, division, indie, songwriter, oscars, and, kimya, portland, coughlan, geist, cafe",1341,13,4
byj_-LG1834,142,714,640,568,320,30.0,30.0,h264,Comedy,Gabriele pattaya thai boxe 1,,95,1,0
byvW-S6HroY,716,752,606,958,720,15.0,15.0,h264,People & Blogs,"Progresividad en el pago de aportes parafiscales y otros aportes de nómina, y progresividad en el pago de la matricula mercantil y su renovación, según la ley 1429 de 2010","según la ley 1429 de 2010, y progresividad en el pago de la matricula mercantil y su renovación, Progresividad en el pago de aportes parafiscales y otros aportes de nómina",164,0,0
bzHg-ko2m-0,192,889,770,654,480,29.97,0.0,h264,Education,Hijos de Antuco,"heroes, uniformandos, regimiento, streamtv, antuco, los angeles, tragedia, servicio militar",21846,43,8
bzYo-G4E7ds,68,608,483,320,240,18.0,0.0,h264,People & Blogs,video 2012 02 10 13 21 44,"2012, 44, 13, 21, video, 10, 02",16,0,0
bzcE-IpkbOc,71,1255,1101,408,720,30.0,30.0,h264,People & Blogs,吃手,,22,0,0
c-DY-8KaQp4,213,550,488,450,360,25.0,0.0,h264,Music,Come Back - Michael jackson,"michael, jackson",65256,15,8
c-Vo-jDDzIo,134,1260,1182,640,480,30.0,0.0,h264,Music,Hah a gurl on just dance xx,"just, dance, on, vicki",43,0,0
c-jZ-X8tBwg,338,328,269,640,360,15.0,0.0,h264,Gaming,Como colocar musicas no 18 Wheels of Steel American Long Haul,"18 Wheels, musica, American Long Haul",12042,31,17
c-jh-5pgFPk,53,2511,2317,1280,720,29.97,29.97,h264,Sports,3rd Lair with Justin Erickson,"skateboard, cities, Justin Bieber (Singer), Park, Time, twin, Skater, Minnesota, music, Board, Lol, Haha, Skating, Specialties, Sold, fun, Crazy, skate, is, Funny, boards, cool, Skateboarding, obsolete, Justin, MPLS, Sk8, Minneapolis",194,0,0
c0gd-wNJIjA,76,540,412,600,480,25.0,0.0,h264,Entertainment,Shilpa Shetty realises her mistake (Hathyar),"Pankaj Berry, Dutt, Sachin Khedekar, yt:crop=16:9, Sharad Kapoor, bollywood, Anand Raj Anand, hindi, Gulshan Grover, Shilpa, Anup Soni, Crime, gangster, 2002, Sanjay, India, Reema Lagoo, official, Shakti Kapoor, Shetty, full film, Vaastav, Deepak Tijori, sequel, boxer bhai, action, full movie, Shivaji Satham, Inder Kumar, Mahesh Manjrekar, Hathyar",188337,787,2
c0mB-Xjie0g,233,708,617,640,480,29.97,0.0,h264,Entertainment,An Awkward Day,"wrong, awkward, day, robstorm, robstorm9000",40,0,0
c0yV-ayAGCc,43,609,483,620,348,29.97,0.0,h264,Gaming,Bulletstorm - Bulletpoints Cliffy B ep 3,"hcode-i1J7S3Cl3zfc1, bulletstorm",5,0,0
c1iQ-oom3Xg,7,621,503,450,360,25.0,25.0,h264,Entertainment,XAN1,.,59,0,0
c1mc-y6rO98,435,2275,2122,1280,720,30.0,30.0,h264,Gaming,Let's Play Minecraft | Series 1 | Episode 2,"Episode Part, lets, funny, gaming, thegaminggeek15, Minecraft (Video Game), commentary, play, Play, game, rhys, Series, games, 242",23,2,1
c1wf-nZd-hE,325,2748,2666,1280,720,30.0,30.0,h264,Comedy,Random,Hello,18,0,0
c26k---s_6w,39,918,820,640,480,29.97,0.0,h264,Autos & Vehicles,"autocross CKRSCCA rx-7, new mazda miata","new mazda miata, time attack rx-7",90,0,0
c2GJsBrebjw,28,266,264,320,214,29.75,0.0,h264,Entertainment,Repetitive Slide,"tmn, repetitive, gallo, slide",29012,18,5
c2aN-K4yKlY,60,620,500,480,268,29.97,29.97,h264,Entertainment,Project Runway Canada Intro,"Canada, Brian, Intro, Iman, Official, Project, Bailey, Season1, Runway",16037,19,6
c2jV-c92TQs,15,206,146,176,132,49.83,0.0,h264,Music,mariana.3GP,"saluditos-mariana, me, manda, lalo",47,0,0
c2uv-1TfcRA,129,1386,1240,1280,720,25.0,25.0,h264,Science & Technology,TagCube：プロペン小型彫刻機タグキューブで眼鏡フレームに彫刻,"オリジナルメッセージ, 名入れ, 彫刻機, ショップ店頭",206,0,0
c31W-v-UO40,154,381,279,320,240,15.0,15.0,h264,Music,Song 5,"of, Song, Road, Infinity",204,1,0
c31p-vHC1k8,317,480,405,320,240,15.0,0.0,h264,People & Blogs,Москва. Зима в Серебряном бору. Купание в проруби.,"Москва, snow, water sports, Серебряный Бор, winter",7848,3,0
c34h-N4a_Gw,222,1126,1012,720,480,30.0,0.0,h264,Pets & Animals,EBJD and friends(electric blue jack dempsey),"dempsey, jack, blue",442,2,0
c3hJ-ZrKFsc,8,390,286,192,144,29.97,0.0,h264,People & Blogs,Пінгвіни мадаґаскару,,130,0,0
c3pm-W8BJPU,267,751,632,854,480,29.97,0.0,h264,People & Blogs,Lixander Rivas de WCSN y LATV Columbus,"Lorena Mora Mowry, Hispanic, Hoy¨, Latina, Öhio, News¨, de, ¨Mujer, Today¨, Mujer Latina Today",118,0,0
c4UJ-Vs4UJs,343,506,379,480,360,9.9,9.9,h264,Comedy,Retrouvaille octobre 08,animation,51,0,0
c4VS-sXeL-4,12,3526,3376,1440,1080,29.97,29.97,h264,Pets & Animals,Be cautious..,yl8078,1800,53,3
c4fc-bhrCQw,166,5015,4821,1920,1080,30.0,30.0,h264,News & Politics,"Chehlum dua for thecomrades WAJID Abbasi, Taimoor Abbasi, mother,held at Diamond Mosque","Pakistan, Social, System of governance, culture, society, Prayers, Islam",325,0,1
c4rc-cuvG1I,124,1217,1106,854,480,29.92,0.0,h264,News & Politics,Sen Dibble Leads Fight Against Anti-Gay Amendment,"GLBT, Scott Dibble, anti-gay, gay marriage",72,1,0
c4u9-cJMo3A,1265,5443,5249,1920,1080,29.97,29.97,h264,Gaming,Zombie Apocolypse ft. Marvellux Part 1,YouTube,48,2,6
c5Kx-ex1KJs,194,525,397,322,240,29.97,0.0,h264,Music,2002年林福裕台語混聲合唱曲集 台灣合唱團台北國家音樂廳演唱會 20 講一聲再會,"2002年林福裕台語混聲合唱曲集, 講一聲再會, 吳宏璋指揮, 陳怡真伴奏, 20, 台灣合唱團台北國家音樂廳演唱會",12196,31,2
c5UL-S94438,321,341,242,320,240,25.0,0.0,h264,News & Politics,ΘΑΝΟΣ ΠΛΕΥΡΗΣ ΓΙΑ ΑΣΥΛΟ 31-1-2011.avi,"ΘΑΝΟΣ, ΠΛΕΥΡΗΣ, ΠΑΡΕΜΠΟΡΙΟ, ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΣ, ΑΣΥΛΟ",1473,7,1
c6F8-KkQ46c,253,619,501,320,240,29.97,29.97,h264,Music,Frets on Fire - Green Day Holiday,"fire, frets, greenday, on",16878,22,23
c6Mq-YddYrA,24,139,58,192,144,29.97,0.0,h264,Entertainment,Bye bye Tiffany Washington,mobile,74,0,0
c6ep-rn3JG0,65,420,352,384,288,25.0,0.0,h264,People & Blogs,kool Movie.wmv,"kool, Movie",47,1,0
c6iD-_O5QlA,2,438,320,272,480,30.0,0.0,h264,Music,Rachael 2,,3,0,0
c7-fSEcLTDQ,109,1281,1173,854,480,15.0,0.0,h264,News & Politics,Patxi López vota rodeado de pancartas proetarras,"pancartas proetarras, agencia de noticias, psoe, noticias, patxi lópez vota, votación patxi lópez, terrorista, kale borroka, Europa Press, Internet, telediario, patxi lópez, eta, banda terrorista eta, país vasco, news, psee, euskalerria, euskadi, actualidad, elecciones país vasco, violencia, elecciones euskadi, elecciones vascas, etarra",26741,38,68
c76H-kGbDK0,5,3035,3023,1280,720,29.97,29.97,h264,Science & Technology,words in flames. :),"3ds max, fumefx, fume, fire, effects, dedicatie",233,0,0
c7NN-zd4FUw,193,381,303,568,320,30.0,0.0,h264,Education,ปฏิกิริยาไฟฟ้าเคมี,ไฟฟ้าเคมี,126,2,0
c7S0-_DUVR4,297,311,211,854,480,25.0,0.0,h264,Music,Gerard Cox - Ik hoop dat 't nooit ochtend wordt,"Gerard, Dat, Hoop, Nooit, 't, Ochtend, Ik, Cox, Wordt",10003,48,6
c7Xg-8XNNbs,7,913,827,640,360,29.92,0.0,h264,News & Politics,جانب من المظاهرة19,"citizentube's, Channel13",4,0,0
c8AM--heiPE,149,2641,2446,1280,720,29.97,29.97,h264,People & Blogs,DSCN7219,,7,0,0
c8kZ-wEtRFo,227,559,464,568,320,30.0,0.0,h264,Music,2013台北巿四校音樂會（光仁管弦樂）,,106,0,0
c8tl-TMY1R4,641,186,82,220,176,25.0,0.0,h264,Entertainment,the ndayajemwo.flv,"the, ndaya222",17,0,0
c8u2-VfCCaU,198,216,80,320,240,25.0,0.0,h264,Music,Paulo - Čas už nevrátim,,820,8,1
c8uh-Yu_pNk,156,266,201,320,240,29.97,0.0,h264,People & Blogs,NFL Pick Me ,"NFL, Pick, Me",51,1,0
c93E-UOldTM,601,443,314,320,240,25.0,0.0,h264,Gaming,der riese part 1,cod,17,0,0
c9dx-jHbX50,21,2171,2070,1280,720,24.0,24.0,h264,Autos & Vehicles,754 032 - R 1504 (20.03.2011),,117,0,0
c9ho-T3SQuw,141,887,821,640,480,29.97,0.0,h264,News & Politics,"Turin Shroud is a fake, very short proof","religion, sindone, god, miracles, skeptic, turin shroud, jesus",37243,507,686
c9ja-AIbSUE,178,1220,1174,640,480,29.97,0.0,h264,People & Blogs,Programação ARTV - Canal 5 - AO VIVO Mat Redes Paradas,"Mat, Paradas, Redes",8,0,0
c9lI-NmNcl0,53,356,279,192,144,15.0,0.0,h264,Music,2011 Sao Jorge do Patrocinio,"Patrocinio, 2011, do, Sao, Jorge",62,0,0
c9ro-TDF7tA,20,3707,3577,1920,1080,23.98,23.98,h264,Nonprofits & Activis,sam & serena - happy ending ( crossover part ),"lively, ackles, girl, serena, sam/serena/dean, dean/blair, impala, der, van, spn, jared, happy, supernatural, sam, ending, group, winchester, wootsen, michellechalle, gossip, jensen, blake, crossover, collab, padalecki, GG, sam/serena, mika",844,6,4
cA1x-Cm5AR4,1545,1896,1701,1280,720,30.0,30.0,h264,People & Blogs,ВЫЖИВАНИЕ,MINECRAFT,24,0,0
cA54-c-wh0w,790,737,647,640,480,29.97,0.0,h264,People & Blogs,farsang1,farsang1,19,0,0
cAQa-CA6TCU,46,805,651,1042,720,10.0,10.0,h264,People & Blogs,Top 10 rides at SIX FLAGS NEW ENGLAND,"it, ur, tag",635,1,5
cAYu-49NvNQ,167,2586,2431,1920,1080,29.97,29.97,h264,Gaming,TDU2 Avatar Clothing and Tattoos Mods,"Unlmited, pwned, Tattoo (Visual Art Form), Tattoos, and, Clothing, Test, hxd, hack, hex, Avatar, Hacks, mod, clothes, Ssppeeeeeeeddyy, modder, vettefan99, Drive, Mods, piquick",4787,15,18
cAaq-WZG4q0,76,768,694,800,480,30.0,0.0,h264,Entertainment,Shawns trinidad !!!!!!,mobile,18,0,0
cB-I--FPzxk,16,2207,2080,1280,720,29.97,29.97,h264,Comedy,What looks good in this video? The Drink or the art work? Skyy What?,"Tiki's, Skyy",78,0,0
cB6n-PrOFFg,215,293,231,320,240,25.0,0.0,h264,People & Blogs,Markus Luger - Zur Erinnerung,"bayern, germany, altötting, bavaria",11649,42,2
cBCi-rq4zxg,72,373,294,320,240,30.0,0.0,h264,People & Blogs,TECH DECK,"really, its, Fingerboard (skateboard), stunt",18,1,0
cBIc-kYyPIM,14,3192,3001,1280,720,30.0,30.0,h264,Travel & Events,开年日- MOVIE 03,"xian jin dian, 开年日",10,0,0
cBKA-Huulek,471,1667,1473,1280,720,25.0,25.0,h264,Entertainment,Leslie & Jethro - Zombie House 2012 Stage 2,"Jethro, 2012, Zombie, House, Leslie, Stage",37,2,0
cBNm-y2LLkc,328,1499,1366,1280,720,25.0,25.0,h264,Autos & Vehicles,BMW,"gobec, HD, marko",31,0,0
